Id,WnvPresent
158,2.53179e-37
159,1.91644e-28
160,0.0
161,1.35546e-28
162,1.13229e-29
163,1.70184e-28
164,1.51718e-32
165,3.70124e-32
166,2.40408e-37
167,1.81991e-28
168,0.0
169,4.96601e-33
170,4.14845e-34
171,6.23543e-33
172,5.55971e-37
173,1.3562e-36
174,0.0
175,6.66784e-33
176,0.0
177,1.09197e-32
178,9.12195e-34
179,1.37104e-32
180,1.22214e-36
181,2.9818e-36
182,0.0
183,1.46595e-32
184,0.0
185,1.92385e-28
186,1.6071e-29
187,2.41555e-28
188,2.15349e-32
189,5.25347e-32
190,3.37162e-37
191,2.58298e-28
192,0.0
193,2.55988e-29
194,2.13851e-30
195,3.21419e-29
196,2.86553e-33
197,6.99082e-33
198,4.54021e-38
199,3.43708e-29
200,0.0
201,6.96889e-29
202,5.82159e-30
203,8.75042e-29
204,7.80108e-33
205,1.90315e-32
206,1.23614e-37
207,9.35709e-29
208,0.0
209,4.28054e-30
210,3.57599e-31
211,5.37457e-30
212,4.79111e-34
213,1.16892e-33
214,0.0
215,5.74736e-30
216,0.0
217,7.92927e-29
218,6.62447e-30
219,9.95646e-29
220,8.87614e-33
221,2.16538e-32
222,1.3746e-37
223,1.06459e-28
224,0.0
225,1.83395e-32
226,1.532e-33
227,2.30251e-32
228,2.0528e-36
229,5.00807e-36
230,0.0
231,2.4621e-32
232,0.0
233,3.43666e-29
234,3.02463e-30
235,4.33237e-29
236,3.98434e-33
237,9.88771e-33
238,5.91812e-38
239,4.66807e-29
240,0.0
241,7.15988e-33
242,5.98168e-34
243,8.99037e-33
244,8.01463e-37
245,1.95527e-36
246,0.0
247,9.61352e-33
248,0.0
249,2.3663e-32
250,1.97682e-33
251,2.97127e-32
252,2.64875e-36
253,6.46216e-36
254,0.0
255,3.17717e-32
256,0.0
257,2.33241e-30
258,1.94857e-31
259,2.92853e-30
260,2.61081e-34
261,6.36922e-34
262,0.0
263,3.13161e-30
264,0.0
265,8.63933e-32
266,7.21691e-33
267,1.08461e-31
268,9.66967e-36
269,2.35922e-35
270,0.0
271,1.15982e-31
272,0.0
273,1.99881e-28
274,1.66979e-29
275,2.50963e-28
276,2.23739e-32
277,5.45824e-32
278,3.54525e-37
279,2.68371e-28
280,0.0
281,6.91657e-34
282,5.77779e-35
283,8.68393e-34
284,7.74227e-38
285,1.88883e-37
286,0.0
287,9.2857e-34
288,0.0
289,2.07856e-33
290,1.73639e-34
291,2.58062e-33
292,2.32663e-37
293,5.6762e-37
294,0.0
295,2.79091e-33
296,0.0
297,1.73626e-29
298,1.52779e-30
299,2.18881e-29
300,2.01317e-33
301,4.99383e-33
302,2.99029e-38
303,2.35853e-29
304,0.0
305,1.57837e-29
306,1.31862e-30
307,1.98178e-29
308,1.76675e-33
309,4.31034e-33
310,2.79945e-38
311,2.11914e-29
312,0.0
313,2.84633e-31
314,2.38286e-32
315,3.58145e-31
316,3.19275e-35
317,7.78983e-35
318,0.0
319,3.82969e-31
320,0.0
321,6.20384e-29
322,5.18218e-30
323,7.78897e-29
324,6.94383e-33
325,1.69409e-32
326,1.1003e-37
327,8.32884e-29
328,0.0
329,4.91146e-33
330,4.10281e-34
331,6.16636e-33
332,5.4977e-37
333,1.34122e-36
334,0.0
335,6.59398e-33
336,0.0
337,1.4667e-29
338,1.22527e-30
339,1.84165e-29
340,1.64167e-33
341,4.00556e-33
342,2.60166e-38
343,1.96924e-29
344,0.0
345,4.33852e-29
346,3.62437e-30
347,5.44729e-29
348,4.85601e-33
349,1.18476e-32
350,7.6954e-38
351,5.82477e-29
352,0.0
353,7.94636e-34
354,6.63783e-35
355,9.97701e-34
356,8.895e-38
357,2.17005e-37
358,0.0
359,1.06694e-33
360,0.0
361,1.01279e-27
362,8.46078e-29
363,1.27162e-27
364,1.13361e-31
365,2.76567e-31
366,1.79629e-36
367,1.3597e-27
368,0.0
369,2.23015e-30
370,1.88229e-31
371,2.81188e-30
372,2.52212e-34
373,6.15341e-34
374,0.0
375,3.02509e-30
376,0.0
377,6.59459e-29
378,5.50908e-30
379,8.27943e-29
380,7.38152e-33
381,1.80093e-32
382,1.16955e-37
383,8.85357e-29
384,0.0
385,7.06709e-29
386,5.9038e-30
387,8.87359e-29
388,7.91052e-33
389,1.92987e-32
390,1.25348e-37
391,9.48865e-29
392,0.0
393,1.88139e-35
394,1.57182e-36
395,2.36253e-35
396,0.0
397,0.0
398,0.0
399,2.52648e-35
400,0.0
401,1.34304e-32
402,1.12195e-33
403,1.68635e-32
404,1.50328e-36
405,3.66773e-36
406,0.0
407,1.80321e-32
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,7.61509e-31
418,6.3615e-32
419,9.56167e-31
420,8.52367e-35
421,2.07946e-34
422,0.0
423,1.02252e-30
424,0.0
425,1.52601e-28
426,1.27478e-29
427,1.91609e-28
428,1.70808e-32
429,4.16727e-32
430,2.70678e-37
431,2.04871e-28
432,0.0
433,1.57076e-34
434,1.31216e-35
435,1.97222e-34
436,1.75833e-38
437,4.28928e-38
438,0.0
439,2.10908e-34
440,0.0
441,1.04846e-29
442,8.75903e-31
443,1.31643e-29
444,1.17346e-33
445,2.86317e-33
446,1.85958e-38
447,1.40772e-29
448,0.0
449,2.1887e-31
450,1.82839e-32
451,2.74809e-31
452,2.44995e-35
453,5.97705e-35
454,0.0
455,2.93884e-31
456,0.0
457,1.51759e-31
458,1.26773e-32
459,1.90552e-31
460,1.69866e-35
461,4.14423e-35
462,0.0
463,2.0376e-31
464,0.0
465,3.77956e-33
466,3.15718e-34
467,4.68183e-33
468,4.23038e-37
469,1.03212e-36
470,0.0
471,5.06427e-33
472,0.0
473,1.12001e-27
474,9.35652e-29
475,1.4064e-27
476,1.25376e-31
477,3.05875e-31
478,1.98658e-36
479,1.50374e-27
480,0.0
481,9.30859e-31
482,7.77646e-32
483,1.14809e-30
484,1.04195e-34
485,2.54206e-34
486,0.0
487,1.24195e-30
488,0.0
489,1.92854e-30
490,1.61094e-31
491,2.42144e-30
492,2.1586e-34
493,5.26651e-34
494,0.0
495,2.58939e-30
496,0.0
497,9.18995e-28
498,7.67746e-29
499,1.15391e-27
500,1.02867e-31
501,2.50989e-31
502,1.63001e-36
503,1.23393e-27
504,0.0
505,1.14184e-32
506,9.53932e-34
507,1.43399e-32
508,1.27824e-36
509,3.11851e-36
510,0.0
511,1.53324e-32
512,0.0
513,2.50727e-29
514,2.09459e-30
515,3.14804e-29
516,2.8065e-33
517,6.84661e-33
518,4.44737e-38
519,3.3667e-29
520,0.0
521,5.98259e-29
522,4.99774e-30
523,7.51164e-29
524,6.69659e-33
525,1.63372e-32
526,1.06112e-37
527,8.03278e-29
528,0.0
529,6.65519e-31
530,5.55962e-32
531,8.20703e-31
532,7.44924e-35
533,1.81734e-34
534,0.0
535,8.87798e-31
536,0.0
537,8.66489e-30
538,7.32269e-31
539,1.06187e-29
540,9.81199e-34
541,2.39394e-33
542,1.55476e-38
543,1.14868e-29
544,0.0
545,8.1881e-34
546,6.8406e-35
547,1.02808e-33
548,9.16532e-38
549,2.236e-37
550,0.0
551,1.09934e-33
552,0.0
553,6.24497e-29
554,5.21701e-30
555,7.84144e-29
556,6.9905e-33
557,1.7054e-32
558,1.10771e-37
559,8.3847e-29
560,0.0
561,2.84594e-35
562,2.37762e-36
563,3.57375e-35
564,0.0
565,0.0
566,0.0
567,3.82122e-35
568,0.0
569,1.38765e-29
570,1.15913e-30
571,1.74236e-29
572,1.55321e-33
573,3.78903e-33
574,2.46102e-38
575,1.86307e-29
576,0.0
577,3.64286e-32
578,3.04327e-33
579,4.57384e-32
580,4.07781e-36
581,9.94789e-36
582,0.0
583,4.89095e-32
584,0.0
585,3.39538e-29
586,2.92389e-30
587,4.28026e-29
588,3.91814e-33
589,9.55852e-33
590,5.84721e-38
591,4.61213e-29
592,0.0
593,2.62699e-33
594,2.19447e-34
595,3.2983e-33
596,2.94033e-37
597,7.17331e-37
598,0.0
599,3.5267e-33
600,0.0
601,9.4276e-29
602,7.87576e-30
603,1.18375e-28
604,1.05529e-32
605,2.57432e-32
606,1.67223e-37
607,1.2657e-28
608,0.0
609,5.74114e-30
610,4.79633e-31
611,7.2087e-30
612,6.42633e-34
613,1.56776e-33
614,0.0
615,7.70836e-30
616,0.0
617,1.47258e-29
618,1.2302e-30
619,1.84888e-29
620,1.64832e-33
621,4.02129e-33
622,2.61184e-38
623,1.97713e-29
624,0.0
625,2.97509e-29
626,2.48534e-30
627,3.73559e-29
628,3.33026e-33
629,8.12435e-33
630,5.27703e-38
631,3.99464e-29
632,0.0
633,5.07338e-32
634,4.23795e-33
635,6.36995e-32
636,5.67904e-36
637,1.38539e-35
638,0.0
639,6.8122e-32
640,0.0
641,6.43272e-30
642,5.37361e-31
643,8.07693e-30
644,7.20044e-34
645,1.75656e-33
646,0.0
647,8.63611e-30
648,0.0
649,1.03188e-31
650,8.6204e-33
651,1.29518e-31
652,1.15503e-35
653,2.81798e-35
654,0.0
655,1.38546e-31
656,0.0
657,1.32436e-33
658,1.10631e-34
659,1.6629e-33
660,1.48235e-37
661,3.61667e-37
662,0.0
663,1.77811e-33
664,0.0
665,1.04327e-28
666,8.71567e-30
667,1.30995e-28
668,1.16782e-32
669,2.84912e-32
670,1.85049e-37
671,1.40075e-28
672,0.0
673,3.87565e-30
674,3.35298e-31
675,4.88577e-30
676,4.4924e-34
677,1.09603e-33
678,0.0
679,5.26435e-30
680,0.0
681,8.67559e-34
682,7.35145e-35
683,1.06318e-33
684,9.85128e-38
685,2.40327e-37
686,0.0
687,1.15012e-33
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,1.50184e-31
698,1.25461e-32
699,1.88562e-31
700,1.68097e-35
701,4.10088e-35
702,0.0
703,2.0162e-31
704,0.0
705,2.32153e-29
706,1.93937e-30
707,2.91506e-29
708,2.5986e-33
709,6.33962e-33
710,4.11767e-38
711,3.11701e-29
712,0.0
713,1.03598e-30
714,8.65437e-32
715,1.30072e-30
716,1.15958e-34
717,2.82895e-34
718,0.0
719,1.39096e-30
720,0.0
721,6.31687e-30
722,5.27691e-31
723,7.93111e-30
724,7.0713e-34
725,1.72485e-33
726,0.0
727,8.48097e-30
728,0.0
729,4.87935e-29
730,4.07624e-30
731,6.12642e-29
732,5.46168e-33
733,1.33243e-32
734,8.65481e-38
735,6.55147e-29
736,0.0
737,2.38451e-29
738,1.99197e-30
739,2.99395e-29
740,2.66917e-33
741,6.51119e-33
742,4.22949e-38
743,3.20156e-29
744,0.0
745,1.99324e-28
746,1.66521e-29
747,2.4997e-28
748,2.23119e-32
749,5.44361e-32
750,3.53591e-37
751,2.67643e-28
752,0.0
753,8.05893e-29
754,6.73197e-30
755,1.01173e-28
756,9.02033e-33
757,2.20056e-32
758,1.42938e-37
759,1.08205e-28
760,0.0
761,1.84528e-29
762,1.54153e-30
763,2.317e-29
764,2.06557e-33
765,5.03914e-33
766,3.27299e-38
767,2.4776e-29
768,0.0
769,1.62436e-25
770,1.3571e-26
771,2.03974e-25
772,1.81842e-29
773,4.43612e-29
774,2.88141e-34
775,2.18105e-25
776,0.0
777,9.4257e-28
778,7.87285e-29
779,1.18335e-27
780,1.05495e-31
781,2.57372e-31
782,1.67174e-36
783,1.26539e-27
784,0.0
785,1.63645e-30
786,1.36719e-31
787,2.05498e-30
788,1.83187e-34
789,4.46922e-34
790,0.0
791,2.19722e-30
792,0.0
793,1.40733e-33
794,1.17571e-34
795,1.7671e-33
796,1.57529e-37
797,3.84312e-37
798,0.0
799,1.88949e-33
800,0.0
801,6.05987e-30
802,5.06223e-31
803,7.60856e-30
804,6.78279e-34
805,1.65485e-33
806,0.0
807,8.13618e-30
808,0.0
809,6.28522e-29
810,5.25071e-30
811,7.89173e-29
812,7.03566e-33
813,1.71657e-32
814,1.1149e-37
815,8.43925e-29
816,0.0
817,7.46609e-31
818,6.23732e-32
819,9.37487e-31
820,8.35753e-35
821,2.03899e-34
822,0.0
823,1.00239e-30
824,0.0
825,1.28777e-32
826,1.07575e-33
827,1.61695e-32
828,1.44159e-36
829,3.51674e-36
830,0.0
831,1.72898e-32
832,0.0
833,1.77827e-28
834,1.48548e-29
835,2.23273e-28
836,1.99047e-32
837,4.856e-32
838,3.15427e-37
839,2.38748e-28
840,0.0
841,6.98361e-35
842,5.83434e-36
843,8.76878e-35
844,0.0
845,1.90725e-38
846,0.0
847,9.37714e-35
848,0.0
849,6.57277e-37
850,5.99318e-38
851,8.08723e-37
852,0.0
853,0.0
854,0.0
855,8.81498e-37
856,0.0
857,6.30028e-33
858,5.26281e-34
859,7.91004e-33
860,7.05176e-37
861,1.72032e-36
862,0.0
863,8.45857e-33
864,0.0
865,4.19616e-31
866,3.50523e-32
867,5.2683e-31
868,4.69688e-35
869,1.14587e-34
870,0.0
871,5.63338e-31
872,0.0
873,7.07368e-34
874,5.9094e-35
875,8.88159e-34
876,7.91814e-38
877,1.93185e-37
878,0.0
879,9.49749e-34
880,0.0
881,5.14209e-30
882,4.29554e-31
883,6.45632e-30
884,5.75604e-34
885,1.40424e-33
886,0.0
887,6.90414e-30
888,0.0
889,2.15922e-28
890,1.80388e-29
891,2.71128e-28
892,2.41721e-32
893,5.89637e-32
894,3.83024e-37
895,2.89921e-28
896,0.0
897,5.57375e-29
898,4.93944e-30
899,7.0272e-29
900,6.46249e-33
901,1.62165e-32
902,9.59902e-38
903,7.57101e-29
904,0.0
905,3.90631e-32
906,3.26326e-33
907,4.90492e-32
908,4.37238e-36
909,1.06672e-35
910,0.0
911,5.24482e-32
912,0.0
913,1.28837e-35
914,1.08636e-36
915,1.62434e-35
916,0.0
917,0.0
918,0.0
919,1.7461e-35
920,0.0
921,9.92401e-29
922,8.28982e-30
923,1.24604e-28
924,1.11077e-32
925,2.71012e-32
926,1.76026e-37
927,1.33229e-28
928,0.0
929,7.84649e-30
930,6.55541e-31
931,9.85252e-30
932,8.78348e-34
933,2.14291e-33
934,1.39176e-38
935,1.05354e-29
936,0.0
937,2.05135e-26
938,1.71377e-27
939,2.57565e-26
940,2.29632e-30
941,5.60182e-30
942,3.63845e-35
943,2.75426e-26
944,0.0
945,1.94843e-28
946,1.62766e-29
947,2.44645e-28
948,2.18097e-32
949,5.32067e-32
950,3.4559e-37
951,2.61586e-28
952,0.0
953,2.07234e-22
954,1.73117e-23
955,2.602e-22
956,2.31967e-26
957,5.65905e-26
958,3.67568e-31
959,2.78235e-22
960,2.29323e-38
961,4.65081e-21
962,4.1216e-22
963,5.86359e-21
964,5.39231e-25
965,1.35604e-24
966,8.00931e-30
967,6.31745e-21
968,4.95813e-37
969,5.58603e-21
970,4.75937e-22
971,7.04257e-21
972,6.3772e-25
973,1.55582e-24
974,9.62018e-30
975,7.5877e-21
976,5.95451e-37
977,2.68922e-21
978,2.28894e-22
979,3.39032e-21
980,3.06692e-25
981,7.48191e-25
982,4.63147e-30
983,3.65297e-21
984,2.86683e-37
985,3.15632e-21
986,2.77845e-22
987,3.97932e-21
988,3.65949e-25
989,9.08279e-25
990,5.43527e-30
991,4.28721e-21
992,3.36473e-37
993,4.42091e-19
994,4.03132e-20
995,5.43997e-19
996,5.32636e-23
997,1.36531e-22
998,7.911e-28
999,5.929e-19
1000,4.89719e-35
1001,2.75517e-25
1002,2.30158e-26
1003,3.4594e-25
1004,3.08409e-29
1005,7.52334e-29
1006,4.8868e-34
1007,3.6993e-25
1008,0.0
1009,9.44329e-29
1010,8.36875e-30
1011,1.19058e-28
1012,1.09494e-32
1013,2.85748e-32
1014,1.62633e-37
1015,1.28273e-28
1016,0.0
1017,1.85186e-21
1018,1.63107e-22
1019,2.27859e-21
1020,2.18558e-25
1021,5.33209e-25
1022,3.26223e-30
1023,2.48352e-21
1024,2.01944e-37
1025,2.12136e-31
1026,1.77209e-32
1027,2.6633e-31
1028,2.37417e-35
1029,5.7928e-35
1030,0.0
1031,2.84816e-31
1032,0.0
1033,2.85823e-28
1034,2.38764e-29
1035,3.58874e-28
1036,3.19925e-32
1037,7.8051e-32
1038,5.0346e-37
1039,3.83784e-28
1040,0.0
1041,2.7632e-28
1042,2.30825e-29
1043,3.46948e-28
1044,3.09298e-32
1045,7.54618e-32
1046,4.90104e-37
1047,3.71002e-28
1048,0.0
1049,1.5531e-29
1050,1.29741e-30
1051,1.94989e-29
1052,1.73848e-33
1053,4.24118e-33
1054,2.75453e-38
1055,2.08495e-29
1056,0.0
1057,1.0164e-29
1058,8.4911e-31
1059,1.27626e-29
1060,1.13767e-33
1061,2.77567e-33
1062,1.80283e-38
1063,1.36468e-29
1064,0.0
1065,1.1277e-29
1066,9.42033e-31
1067,1.41601e-29
1068,1.26221e-33
1069,3.07952e-33
1070,2.00019e-38
1071,1.51409e-29
1072,0.0
1073,5.61478e-37
1074,4.69077e-38
1075,7.05026e-37
1076,0.0
1077,0.0
1078,0.0
1079,7.53905e-37
1080,0.0
1081,5.7264e-28
1082,4.78358e-29
1083,7.18998e-28
1084,6.41032e-32
1085,1.56383e-31
1086,1.0157e-36
1087,7.68845e-28
1088,0.0
1089,1.43462e-28
1090,1.19849e-29
1091,1.80137e-28
1092,1.60584e-32
1093,3.91765e-32
1094,2.54453e-37
1095,1.92611e-28
1096,0.0
1097,1.45282e-29
1098,1.21364e-30
1099,1.82414e-29
1100,1.62616e-33
1101,3.96748e-33
1102,2.57685e-38
1103,1.95055e-29
1104,0.0
1105,1.15841e-28
1106,1.02655e-29
1107,1.46051e-28
1108,1.34312e-32
1109,3.48848e-32
1110,1.995e-37
1111,1.57351e-28
1112,0.0
1113,4.46534e-30
1114,3.73043e-31
1115,5.60695e-30
1116,4.99887e-34
1117,1.21952e-33
1118,0.0
1119,5.99558e-30
1120,0.0
1121,1.02702e-21
1122,8.881e-23
1123,1.26372e-21
1124,1.21081e-25
1125,2.95397e-25
1126,1.8516e-30
1127,1.36969e-21
1128,1.14623e-37
1129,1.16715e-21
1130,1.02426e-22
1131,1.43619e-21
1132,1.41958e-25
1133,3.46336e-25
1134,2.13939e-30
1135,1.56533e-21
1136,1.32422e-37
1137,2.18358e-29
1138,1.873e-30
1139,2.67586e-29
1140,2.50967e-33
1141,6.12305e-33
1142,3.97688e-38
1143,2.89467e-29
1144,0.0
1145,1.06842e-30
1146,8.92514e-32
1147,1.3415e-30
1148,1.19606e-34
1149,2.91751e-34
1150,0.0
1151,1.43439e-30
1152,0.0
1153,1.41662e-29
1154,1.25536e-30
1155,1.78602e-29
1156,1.64237e-33
1157,4.11961e-33
1158,2.43971e-38
1159,1.92427e-29
1160,0.0
1161,2.91494e-31
1162,2.43513e-32
1163,3.66001e-31
1164,3.26273e-35
1165,7.96022e-35
1166,0.0
1167,3.91382e-31
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,1.13435e-21
1186,1.00964e-22
1187,1.39577e-21
1188,1.3209e-25
1189,3.43065e-25
1190,1.96193e-30
1191,1.52128e-21
1192,1.21454e-37
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,5.42172e-32
1202,4.52907e-33
1203,6.70004e-32
1204,6.06888e-36
1205,1.48056e-35
1206,0.0
1207,7.2479e-32
1208,0.0
1209,0.000716869
1210,0.000233141
1211,0.000894817
1212,5.37348e-06
1213,1.18801e-05
1214,1.81723e-09
1215,0.000880834
1216,1.37096e-16
1217,2.00815e-07
1218,3.12151e-08
1219,2.54111e-07
1220,1.48515e-10
1221,3.84961e-10
1222,1.0304e-14
1223,2.66809e-07
1224,5.69788e-22
1225,0.000167027
1226,4.20628e-05
1227,0.000219227
1228,3.31257e-07
1229,8.24484e-07
1230,2.19697e-11
1231,0.000223037
1232,1.13119e-18
1233,2.16009e-05
1234,3.14776e-06
1235,2.59111e-05
1236,1.40559e-08
1237,3.72212e-08
1238,6.19741e-13
1239,2.80622e-05
1240,3.88559e-20
1241,0.000106699
1242,2.92901e-05
1243,0.00013062
1244,2.50954e-07
1245,6.60503e-07
1246,8.85307e-12
1247,0.000135465
1248,4.24157e-19
1249,0.000176219
1250,4.27281e-05
1251,0.000180217
1252,7.43945e-07
1253,1.60241e-06
1254,7.53909e-11
1255,0.000202096
1256,2.83503e-18
1257,0.000204275
1258,4.73831e-05
1259,0.000205267
1260,6.92117e-07
1261,1.78881e-06
1262,3.64824e-11
1263,0.000233689
1264,2.01182e-18
1265,1.8558e-07
1266,2.84643e-08
1267,2.41059e-07
1268,1.07214e-10
1269,2.67136e-10
1270,4.18768e-15
1271,2.50465e-07
1272,2.31759e-22
1273,7.44689e-05
1274,1.83276e-05
1275,9.40592e-05
1276,3.08732e-07
1277,6.81811e-07
1278,7.205e-11
1279,9.74159e-05
1280,4.22018e-18
1281,0.00015415
1282,3.6335e-05
1283,0.000201693
1284,3.06282e-07
1285,7.88718e-07
1286,2.23912e-11
1287,0.000205425
1288,9.56129e-19
1289,7.14619e-06
1290,1.48114e-06
1291,8.48715e-06
1292,9.50747e-09
1293,2.67032e-08
1294,8.16632e-13
1295,8.92001e-06
1296,4.74824e-20
1297,0.000152605
1298,3.72224e-05
1299,0.000177204
1300,5.28534e-07
1301,1.11843e-06
1302,4.62037e-11
1303,0.0001924
1304,3.28809e-18
1305,0.000108595
1306,2.27877e-05
1307,0.000141099
1308,2.16053e-07
1309,4.96881e-07
1310,1.98118e-11
1311,0.000144054
1312,1.22878e-18
1313,9.26095e-07
1314,1.58499e-07
1315,1.12973e-06
1316,6.40247e-10
1317,1.59999e-09
1318,2.91153e-14
1319,1.17979e-06
1320,2.07132e-21
1321,0.000400688
1322,9.23859e-05
1323,0.000485611
1324,8.61807e-07
1325,2.35224e-06
1326,1.34249e-10
1327,0.00050654
1328,7.7556e-18
1329,1.75603e-05
1330,3.40993e-06
1331,1.95506e-05
1332,1.9924e-08
1333,5.29926e-08
1334,7.75292e-13
1335,2.07769e-05
1336,3.13003e-20
1337,8.85706e-06
1338,1.30411e-06
1339,1.06612e-05
1340,4.34622e-09
1341,1.11061e-08
1342,1.50167e-13
1343,1.11163e-05
1344,6.91939e-21
1345,5.26435e-05
1346,1.03734e-05
1347,6.30169e-05
1348,6.52771e-08
1349,1.59305e-07
1350,4.75203e-12
1351,6.80931e-05
1352,3.49355e-19
1353,6.53508e-05
1354,1.49366e-05
1355,8.36238e-05
1356,1.18142e-07
1357,2.8635e-07
1358,1.01129e-11
1359,8.65855e-05
1360,6.01929e-19
1361,0.000328331
1362,9.56891e-05
1363,0.000346957
1364,1.42794e-06
1365,3.78796e-06
1366,1.75422e-10
1367,0.000375307
1368,9.25691e-18
1369,0.000677416
1370,0.000196465
1371,0.000788686
1372,1.60263e-06
1373,4.39424e-06
1374,1.31121e-10
1375,0.000816884
1376,6.94179e-18
1377,1.85992e-07
1378,2.84783e-08
1379,2.43142e-07
1380,1.17909e-10
1381,2.94656e-10
1382,3.69714e-15
1383,2.52268e-07
1384,2.38948e-22
1385,3.13023e-07
1386,4.8821e-08
1387,3.96266e-07
1388,2.04773e-10
1389,5.51751e-10
1390,1.00073e-14
1391,4.18114e-07
1392,6.32837e-22
1393,0.000152147
1394,4.71267e-05
1395,0.000194135
1396,9.36161e-07
1397,2.02437e-06
1398,1.54917e-10
1399,0.000198258
1400,8.92303e-18
1401,7.01331e-05
1402,1.78481e-05
1403,7.28503e-05
1404,4.09952e-07
1405,8.24324e-07
1406,3.55728e-11
1407,8.30601e-05
1408,2.61638e-18
1409,0.000264274
1410,5.9045e-05
1411,0.000313315
1412,7.15287e-07
1413,1.8439e-06
1414,7.1159e-11
1415,0.000325001
1416,6.23127e-18
1417,5.42318e-05
1418,1.1263e-05
1419,6.01311e-05
1420,1.17115e-07
1421,3.00137e-07
1422,8.05799e-12
1423,6.6543e-05
1424,4.06082e-19
1425,0.000156334
1426,4.14793e-05
1427,0.000189172
1428,9.65222e-07
1429,1.66324e-06
1430,1.1194e-10
1431,0.000200242
1432,6.51792e-18
1433,4.84333e-07
1434,8.23491e-08
1435,5.76942e-07
1436,4.79159e-10
1437,1.28277e-09
1438,2.55819e-14
1439,6.09035e-07
1440,1.34685e-21
1441,0.000144603
1442,3.37284e-05
1443,0.000151085
1444,4.08994e-07
1445,8.95909e-07
1446,3.63021e-11
1447,0.000168441
1448,1.99475e-18
1449,6.01304e-07
1450,9.65646e-08
1451,7.79035e-07
1452,3.21583e-10
1453,8.59403e-10
1454,1.12927e-14
1455,8.13444e-07
1456,5.64896e-22
1457,1.21812e-06
1458,2.13811e-07
1459,1.52343e-06
1460,1.0221e-09
1461,2.73146e-09
1462,3.97447e-14
1463,1.61753e-06
